G1  1BL,55.85836157199818,-4.242781938159457
G1  1BQ,55.85910629728445,-4.249248787620491
G1  1BX,55.86256115840646,-4.246587864686085
G1  1DA,55.85976752601619,-4.250932972222084
G1  1DG,55.860398467522415,-4.249850841871805
G1  1DJ,55.85939426705259,-4.246277167982649
G1  1DN,55.86002043444884,-4.248406735913092
G1  1DQ,55.85960599866131,-4.25042824354038
G1  1DR,55.86020978190659,-4.250830714713534
G1  1DT,55.85919994685958,-4.250516618289253
G1  1DW,55.85950969436804,-4.247338516868088
G1  1DX,55.85939723801463,-4.245622158349377
G1  1EA,55.858011783012216,-4.251598420474303
G1  1EB,55.85944081489322,-4.2511058324709765
G1  1EJ,55.85981156775924,-4.246556942678347
G1  1ET,55.85995795198633,-4.245430796445992
G1  1EX,55.85952459065331,-4.243568078763259
G1  1EZ,55.85944504270581,-4.242508809546796
G1  1GA,55.860398467522415,-4.249850841871805
G1  1GW,55.86080631242327,-4.2472056627260635
G1  1GX,55.860136523791354,-4.246479823526875
G1  1GY,55.860136523791354,-4.246479823526875
G1  1GZ,55.860136523791354,-4.246479823526875
G1  1HA,55.859008030628765,-4.242323824542378
G1  1HD,55.858853007865164,-4.2483552560126085
G1  1HE,55.85919997358515,-4.243133882681071
G1  1HF,55.85874466995244,-4.243459189429423
G1  1HJ,55.86024335665236,-4.248994911961
G1  1HL,55.86033466301157,-4.24842489445535
G1  1HP,55.860232762303426,-4.248099398195849
G1  1HY,55.860136523791354,-4.246479823526875
G1  1JE,55.86864149961343,-4.241888159481903
G1  1JF,55.86172666831708,-4.247498536988498
G1  1JG,55.860398467522415,-4.249850841871805
G1  1JH,55.861516798860436,-4.24668736826762
G1  1JJ,55.86196155354989,-4.247432200374609
G1  1JN,55.86190214428148,-4.247732408742399
G1  1JQ,55.86002983314869,-4.247400520397832
G1  1JT,55.86080631242327,-4.2472056627260635
G1  1LD,55.857756890210624,-4.245383677865635
G1  1LE,55.85840301344404,-4.245436942415112
G1  1LF,55.85864017389459,-4.24573826326355
G1  1LG,55.85796396649001,-4.2453636682874265
G1  1LH,55.857582676509665,-4.244095282805987
G1  1LQ,55.85768376386026,-4.243973278092451
G1  1LR,55.86864149961343,-4.241888159481903
G1  1LX,55.85752628276137,-4.243245130272821
G1  1LY,55.860892820754046,-4.247881846538832
G1  1NB,55.85806791720879,-4.242621197184747
G1  1NL,55.856964743903966,-4.242989052503069
G1  1NP,55.85883739798862,-4.245765626012224
G1  1NQ,55.85899240916659,-4.24515135824347
G1  1NU,55.85833293776836,-4.245337021022108
G1  1NW,55.857958144183975,-4.242726726508821
G1  1NX,55.85803419663291,-4.243977507608668
G1  1NY,55.85857234141071,-4.243545131600941
G1  1PA,55.857851819162335,-4.243136062229912
G1  1PE,55.85862222490738,-4.242780982311018
G1  1PG,55.85825067806954,-4.242455955517047
G1  1PH,55.85853423338067,-4.242184663150212
G1  1PP,55.860221085850235,-4.240364229501831
G1  1PQ,55.85912922296778,-4.240604979514525
G1  1PR,55.86089306290532,-4.245900260372054
G1  1PS,55.86864149961343,-4.241888159481903
G1  1PU,55.85816239400463,-4.241875605508764
G1  1PY,55.86028189684146,-4.24047959362952
G1  1PZ,55.85912922296778,-4.240604979514525
G1  1QA,55.85944504270581,-4.242508809546796
G1  1QB,55.86004701497082,-4.240545969714711
G1  1QD,55.85912922296778,-4.240604979514525
G1  1QE,55.8608627757245,-4.241647666777599
G1  1QF,55.85969080190432,-4.240365656169211
G1  1QG,55.85912922296778,-4.240604979514525
G1  1QH,55.859588150572264,-4.242053634825079
G1  1QL,55.85880310714917,-4.24074599812451
G1  1QN,55.85928526527512,-4.241412963278174
G1  1QS,55.85982571722626,-4.244304551176176
G1  1QT,55.85982571722626,-4.244304551176176
G1  1QU,55.86089306290532,-4.245900260372054
G1  1QW,55.85866792282189,-4.239779430919202
G1  1QZ,55.86080631242327,-4.2472056627260635
G1  1RD,55.86053298898758,-4.243961816650142
G1  1RE,55.8602739294091,-4.245353149502808
G1  1RF,55.8613754132826,-4.24458571385568
G1  1RG,55.8613754132826,-4.24458571385568
G1  1RS,55.8613754132826,-4.24458571385568
G1  1RU,55.86053298898758,-4.243961816650142
G1  1RX,55.86089306290532,-4.245900260372054
G1  1SH,55.85901869545375,-4.248141111683662
G1  1SJ,55.858570314656724,-4.248578616704981
G1  1SL,55.85773448896987,-4.248578255042076
G1  1SN,55.85957707940825,-4.248077493953411
G1  1SS,55.85868669763449,-4.2466358136843185
G1  1TD,55.858321456358645,-4.246950296767471
G1  1TE,55.85854397260555,-4.2505106371811685
G1  1TF,55.85911851485238,-4.246612806821633
G1  1TN,55.85894688638761,-4.250102484973466
G1  1TS,55.85894688638761,-4.250102484973466
G1  1TX,55.85894206723765,-4.249383112751221
G1  1TY,55.858739589984864,-4.249643063769239
G1  1UG,55.85856586874404,-4.2493134259199685
G1  1UH,55.85955782177247,-4.249131068207423
G1  1UL,55.857948501140335,-4.248670519368963
G1  1UP,55.85904702186235,-4.248558225572226
G1  1UR,55.85950752371929,-4.248441017098217
G1  1UT,55.85912322193773,-4.2483229302171255
G1  1UZ,55.85870082995013,-4.249305247936458
G1  1XH,55.86107171599627,-4.243497485738779
G1  1XJ,55.86174597030101,-4.245949495383944
G1  1XL,55.86272345971923,-4.245574427663808
G1  1XN,55.86159049234613,-4.24264845001942
G1  1XP,55.8608627757245,-4.241647666777599
G1  1XQ,55.8613754132826,-4.24458571385568
G1  1XU,55.8608627757245,-4.241647666777599
G1  1XW,55.861516798860436,-4.24668736826762
